Record_ID,Date,Zone,Area,Mode_of_Transportation,Income_Group,Service_Coverage,Travel_Time_min,Mobility_Access_Score,Latitude,Longitude
719,2025-10-31,Central,Shivajinagar,Scooter,Middle Income,71.28,43.04,54.9,12.987408,77.611419
97,2025-10-31,South,Jayanagar,Bike,Low Income,54.08,46.05,44.14,12.925716,77.586377
610,2025-10-31,West,Rajajinagar,Bus,Low Income,34.37,46.31,34.1,12.993036,77.553551
554,2025-10-31,West,Rajajinagar,Metro,Low Income,56.79,38.27,51.06,12.995542,77.547575
560,2025-11-02,East,Marathahalli,Scooter,Middle Income,61.92,39.9,52.46,12.964741,77.695819
142,2025-11-02,West,Vijayanagar,Car,High Income,53.64,57.89,35.47,12.970034,77.551392
581,2025-11-02,West,Vijayanagar,Car,High Income,57.02,47.46,44.61,12.973529,77.546501
364,2025-11-03,Central,MG Road,Car,High Income,66.36,46.29,50.11,12.97752,77.607907
636,2025-11-03,Central,Shivajinagar,Scooter,High Income,63.22,35.71,56.1,12.984927,77.60332
980,2025-11-03,East,Indiranagar,Bus,High Income,83.43,42.83,61.12,12.974983,77.644456
771,2025-11-04,South,Koramangala,Scooter,Low Income,49.95,45.59,42.41,12.929509,77.621535
866,2025-11-04,West,Rajajinagar,Car,Middle Income,45.25,38.52,45.11,12.996823,77.558237
745,2025-11-06,East,Marathahalli,Scooter,Middle Income,69.07,31.87,61.77,12.960752,77.690025
258,2025-11-07,East,Indiranagar,Car,High Income,59.39,40.78,50.57,12.970414,77.640771
131,2025-11-07,South,Koramangala,Scooter,High Income,66.51,45.91,50.46,12.929473,77.629635
903,2025-11-08,East,Indiranagar,Scooter,Low Income,50.84,51.27,38.8,12.975338,77.641007
465,2025-11-08,East,Whitefield,Bike,Middle Income,58.67,38.53,51.81,12.971048,77.744567
326,2025-11-08,North,Yelahanka,Scooter,High Income,53.13,46.13,43.62,13.103687,77.599011
145,2025-11-08,West,Nagarbhavi,Bike,High Income,52.64,45.6,43.75,12.951607,77.517268
30,2025-11-09,North,Malleshwaram,Bike,Middle Income,56.45,31.53,55.7,13.00797,77.56909
458,2025-11-10,Central,MG Road,Metro,Low Income,63.91,38.81,54.23,12.976268,77.612609
220,2025-11-10,North,Hebbal,Bike,Low Income,50.26,43.0,44.42,13.042586,77.60149
798,2025-11-11,East,Marathahalli,Scooter,Low Income,49.11,33.05,50.95,12.959056,77.704942
966,2025-11-11,South,HSR Layout,Bus,Low Income,54.66,36.71,51.11,12.91592,77.642242
495,2025-11-11,South,Koramangala,Bus,High Income,47.93,51.13,37.44,12.932317,77.627684
337,2025-11-11,West,Rajajinagar,Metro,High Income,68.61,42.33,54.07,12.998261,77.554411
791,2025-11-12,Central,Shivajinagar,Car,Low Income,61.14,41.52,50.91,12.981303,77.611321
436,2025-11-12,North,Hebbal,Bus,High Income,70.5,34.62,60.52,13.041778,77.592592
341,2025-11-13,Central,MG Road,Bike,Middle Income,65.51,36.94,56.37,12.97891,77.599304
74,2025-11-13,Central,Richmond Town,Scooter,High Income,70.36,35.99,59.48,12.953149,77.602272
200,2025-11-13,Central,Shivajinagar,Metro,Low Income,66.52,44.86,51.22,12.992756,77.608897
470,2025-11-13,North,Yelahanka,Scooter,Middle Income,53.95,38.88,49.2,13.099159,77.604296
559,2025-11-14,West,Nagarbhavi,Metro,Middle Income,62.81,36.08,55.63,12.951076,77.516911
241,2025-11-15,Central,Shivajinagar,Bus,Middle Income,62.21,34.25,56.64,12.982702,77.609847
683,2025-11-16,East,Marathahalli,Metro,High Income,67.44,41.41,54.14,12.951433,77.704998
907,2025-11-16,South,Jayanagar,Car,High Income,46.53,44.91,41.19,12.932568,77.590253
17,2025-11-17,North,Hebbal,Bike,High Income,69.32,29.97,63.25,13.029514,77.59166
117,2025-11-17,South,HSR Layout,Car,Low Income,54.38,48.89,42.27,12.917137,77.637998
851,2025-11-17,South,HSR Layout,Car,Low Income,43.3,45.68,39.02,12.917847,77.633468
977,2025-11-17,South,Koramangala,Car,Middle Income,51.73,46.42,42.7,12.928442,77.619182
385,2025-11-18,Central,Richmond Town,Bus,High Income,78.81,44.66,57.5,12.959136,77.595332
725,2025-11-18,Central,Richmond Town,Bus,Middle Income,76.76,31.29,66.03,12.967299,77.605761
249,2025-11-18,Central,Shivajinagar,Bus,Middle Income,76.4,41.52,58.54,12.982027,77.599961
472,2025-11-18,South,Jayanagar,Bike,High Income,54.7,44.18,45.8,12.922477,77.592216
710,2025-11-19,East,Whitefield,Bus,Middle Income,67.72,38.39,56.44,12.972421,77.746838
783,2025-11-19,North,Malleshwaram,Car,Middle Income,60.17,41.36,50.54,12.996833,77.564209
164,2025-11-19,North,Yelahanka,Metro,Middle Income,66.85,37.51,56.63,13.093504,77.603086
119,2025-11-21,Central,Shivajinagar,Bus,Low Income,57.17,41.43,48.99,12.979682,77.60835
315,2025-11-21,East,Marathahalli,Car,High Income,70.14,40.84,55.9,12.955221,77.697651
540,2025-11-22,East,Indiranagar,Metro,High Income,72.57,38.71,58.64,12.985872,77.643851
412,2025-11-22,North,Yelahanka,Bike,Low Income,57.65,27.97,58.85,13.105639,77.597001
126,2025-11-22,South,Koramangala,Scooter,Low Income,41.34,35.35,45.42,12.934934,77.622722
289,2025-11-22,West,Rajajinagar,Bus,High Income,65.66,51.06,46.36,12.995766,77.547376
235,2025-11-22,West,Vijayanagar,Bus,Middle Income,57.18,25.41,60.44,12.964708,77.549151
874,2025-11-24,Central,MG Road,Scooter,High Income,44.84,31.3,50.07,12.976354,77.613254
901,2025-11-24,North,Yelahanka,Scooter,Middle Income,50.63,41.74,45.5,13.094685,77.604212
91,2025-11-24,West,Nagarbhavi,Bike,Middle Income,67.52,48.25,49.29,12.949257,77.516687
154,2025-11-25,Central,MG Road,Bus,Middle Income,53.62,39.71,48.44,12.981737,77.603956
691,2025-11-25,South,Koramangala,Scooter,Low Income,57.58,47.72,44.71,12.92788,77.621115
754,2025-11-25,West,Rajajinagar,Metro,Middle Income,69.45,34.63,59.99,12.998073,77.548103
317,2025-11-26,Central,Shivajinagar,Bike,Middle Income,68.69,42.78,53.79,12.988013,77.59829
663,2025-11-26,East,Indiranagar,Metro,Low Income,59.57,34.2,55.36,12.974845,77.634497
876,2025-11-26,East,Marathahalli,Bus,Low Income,60.59,40.99,51.02,12.964641,77.690666
95,2025-11-26,North,Yelahanka,Car,Middle Income,68.62,41.87,54.4,13.096424,77.600554
817,2025-11-26,South,HSR Layout,Metro,High Income,66.48,45.09,51.03,12.918107,77.632804
897,2025-11-26,South,HSR Layout,Scooter,Middle Income,72.81,34.54,61.74,12.908658,77.636639
883,2025-11-27,North,Yelahanka,Bus,High Income,76.91,38.69,60.82,13.095721,77.601147
320,2025-11-27,South,Koramangala,Scooter,Low Income,56.15,40.9,48.86,12.938091,77.632269
44,2025-11-28,Central,Richmond Town,Scooter,Middle Income,73.14,32.19,63.58,12.95356,77.594703
1,2025-11-28,Central,Shivajinagar,Car,Middle Income,61.55,29.79,59.5,12.993126,77.598422
724,2025-11-28,South,Koramangala,Car,Low Income,68.18,39.98,55.53,12.939114,77.61746
122,2025-11-28,West,Nagarbhavi,Metro,Low Income,70.69,39.09,57.42,12.949291,77.517305
799,2025-11-30,North,Hebbal,Bus,Low Income,61.44,37.09,54.23,13.033032,77.595147
199,2025-11-30,North,Hebbal,Scooter,Low Income,48.05,41.52,44.37,13.040868,77.59118
402,2025-11-30,South,Jayanagar,Car,High Income,55.55,42.36,47.52,12.933185,77.591896
538,2025-11-30,South,Jayanagar,Scooter,Middle Income,44.29,35.47,46.8,12.936681,77.591791
924,2025-11-30,South,Koramangala,Car,Low Income,64.82,33.97,58.15,12.92911,77.630941
494,2025-11-30,West,Rajajinagar,Scooter,High Income,60.36,44.72,48.24,12.987354,77.547067
704,2025-12-01,South,Koramangala,Scooter,Middle Income,45.88,46.61,39.65,12.93877,77.626979
396,2025-12-02,West,Rajajinagar,Car,Low Income,43.98,58.85,29.95,12.988346,77.550461
686,2025-12-02,West,Rajajinagar,Car,Middle Income,60.08,37.37,53.35,12.985536,77.553365
728,2025-12-03,North,Malleshwaram,Metro,High Income,52.12,44.27,44.43,13.007843,77.560953
444,2025-12-03,South,HSR Layout,Car,Middle Income,38.99,54.6,30.49,12.906383,77.643996
880,2025-12-03,South,Koramangala,Bus,Low Income,54.36,45.81,44.46,12.940182,77.625669
662,2025-12-04,Central,Shivajinagar,Bus,Middle Income,78.54,37.54,62.45,12.977722,77.612942
748,2025-12-05,Central,MG Road,Bike,Middle Income,45.6,33.41,48.94,12.978596,77.60851
935,2025-12-05,Central,MG Road,Bike,Middle Income,52.98,42.73,45.97,12.969516,77.607101
416,2025-12-05,East,Marathahalli,Bike,Low Income,62.02,50.99,44.59,12.961688,77.699804
628,2025-12-05,East,Whitefield,Bike,Middle Income,69.78,47.27,51.12,12.962176,77.749111
429,2025-12-05,North,Malleshwaram,Bike,Middle Income,60.82,29.59,59.28,13.005317,77.563177
269,2025-12-05,South,Jayanagar,Bike,High Income,67.45,40.2,55.01,12.922811,77.594073
219,2025-12-06,North,Hebbal,Car,Middle Income,49.24,54.27,35.85,13.029434,77.59643
365,2025-12-07,Central,Shivajinagar,Bike,High Income,69.71,37.16,58.31,12.987299,77.612369
407,2025-12-07,East,Indiranagar,Car,Middle Income,63.78,46.38,48.76,12.978506,77.635564
510,2025-12-07,South,HSR Layout,Scooter,Middle Income,65.41,45.91,49.91,12.911503,77.64442
598,2025-12-08,East,Indiranagar,Bike,Middle Income,54.38,40.17,48.5,12.982107,77.639715
502,2025-12-09,West,Rajajinagar,Scooter,Middle Income,47.39,44.97,41.58,12.997068,77.551966
15,2025-12-10,East,Indiranagar,Car,High Income,66.01,37.06,56.54,12.973091,77.63826
58,2025-12-10,East,Marathahalli,Metro,Low Income,72.6,33.5,62.37,12.960772,77.705397
886,2025-12-10,East,Marathahalli,Metro,Middle Income,60.98,29.95,59.1,12.958053,77.702062
451,2025-12-10,North,Hebbal,Bike,Middle Income,65.13,43.96,51.16,13.042821,77.600899
727,2025-12-10,South,HSR Layout,Scooter,Low Income,52.67,33.34,52.52,12.915628,77.637945
234,2025-12-10,West,Vijayanagar,Bus,Middle Income,53.67,40.4,47.98,12.978703,77.548889
744,2025-12-12,North,Malleshwaram,Scooter,Middle Income,68.86,35.36,59.17,12.996216,77.565231
120,2025-12-12,North,Yelahanka,Metro,Low Income,49.53,31.89,51.99,13.104382,77.602875
503,2025-12-12,South,Jayanagar,Scooter,Low Income,40.91,34.64,45.71,12.92457,77.588733
285,2025-12-13,South,HSR Layout,Car,High Income,34.27,45.64,34.54,12.912925,77.635752
504,2025-12-13,South,Jayanagar,Car,Middle Income,57.59,40.12,50.14,12.922482,77.589158
786,2025-12-13,West,Rajajinagar,Car,Middle Income,52.74,37.98,49.24,12.997739,77.548167
166,2025-12-14,East,Indiranagar,Metro,Middle Income,93.7,38.18,69.58,12.982622,77.647483
604,2025-12-14,East,Whitefield,Metro,Middle Income,63.23,38.41,54.18,12.966816,77.756451
121,2025-12-14,North,Yelahanka,Bus,Low Income,61.3,43.63,49.48,13.108303,77.591969
5,2025-12-14,South,Koramangala,Bus,Middle Income,48.0,49.96,38.32,12.938312,77.631274
989,2025-12-15,South,HSR Layout,Scooter,Middle Income,57.33,42.46,48.33,12.910253,77.64058
311,2025-12-16,South,HSR Layout,Bus,High Income,64.13,26.91,62.84,12.906628,77.631164
715,2025-12-16,South,HSR Layout,Metro,Middle Income,53.55,46.86,43.3,12.911188,77.644651
565,2025-12-16,West,Rajajinagar,Bike,Low Income,39.91,60.62,26.66,12.986549,77.55191
79,2025-12-17,East,Marathahalli,Car,Low Income,48.78,30.88,52.33,12.951458,77.695891
321,2025-12-17,East,Whitefield,Bus,High Income,74.04,43.2,56.16,12.966855,77.743691
313,2025-12-17,South,Jayanagar,Bus,Middle Income,53.47,41.78,46.9,12.937882,77.592225
65,2025-12-18,East,Indiranagar,Bike,Middle Income,67.57,36.41,57.78,12.975219,77.642867
698,2025-12-20,East,Indiranagar,Bike,Middle Income,64.81,30.19,60.84,12.979002,77.64012
183,2025-12-20,South,HSR Layout,Bus,Low Income,57.09,41.73,48.74,12.909413,77.631346
292,2025-12-20,West,Vijayanagar,Scooter,Low Income,38.32,52.83,31.42,12.967273,77.54361
769,2025-12-21,Central,MG Road,Metro,Low Income,59.12,47.15,45.88,12.975297,77.601435
539,2025-12-21,North,Hebbal,Metro,High Income,74.11,39.99,58.49,13.029697,77.599918
23,2025-12-21,North,Yelahanka,Metro,High Income,68.69,38.9,56.56,13.107614,77.59316
626,2025-12-21,South,Jayanagar,Bus,Middle Income,73.0,30.39,64.8,12.932829,77.600188
152,2025-12-21,South,Koramangala,Car,Low Income,46.0,45.61,40.42,12.930135,77.618543
153,2025-12-21,South,Koramangala,Scooter,Middle Income,54.46,36.31,51.3,12.929229,77.62888
129,2025-12-21,West,Nagarbhavi,Car,Middle Income,56.47,37.85,51.2,12.958244,77.512997
654,2025-12-22,Central,MG Road,Bike,High Income,70.65,30.22,63.74,12.970616,77.604156
826,2025-12-22,Central,MG Road,Bus,Low Income,70.85,48.4,50.85,12.973245,77.602732
631,2025-12-22,East,Marathahalli,Metro,Middle Income,82.76,33.99,67.1,12.953194,77.70294
197,2025-12-22,North,Malleshwaram,Metro,Middle Income,65.73,41.19,53.44,13.004484,77.564702
519,2025-12-22,North,Yelahanka,Metro,Middle Income,67.62,42.78,53.25,13.103046,77.603318
332,2025-12-22,South,Jayanagar,Metro,High Income,56.31,53.65,39.83,12.933984,77.585412
349,2025-12-22,West,Rajajinagar,Car,Middle Income,41.18,38.34,43.2,12.989347,77.554419
210,2025-12-22,West,Vijayanagar,Bus,High Income,71.6,34.82,60.93,12.969338,77.542086
268,2025-12-23,Central,MG Road,Metro,Middle Income,65.17,19.35,68.77,12.974026,77.607698
752,2025-12-23,Central,MG Road,Scooter,Low Income,57.96,35.73,53.46,12.977644,77.601062
911,2025-12-24,North,Hebbal,Metro,Low Income,61.59,31.95,57.97,13.029066,77.595431
173,2025-12-24,North,Malleshwaram,Bike,Middle Income,69.65,35.55,59.44,13.006895,77.569087
201,2025-12-25,Central,Shivajinagar,Bike,High Income,67.68,50.22,47.97,12.989349,77.597695
672,2025-12-25,West,Rajajinagar,Car,Low Income,26.66,60.9,19.83,12.991717,77.553797
641,2025-12-26,Central,MG Road,Scooter,Middle Income,73.8,39.35,58.79,12.983127,77.599218
714,2025-12-26,Central,Shivajinagar,Scooter,High Income,76.65,31.7,65.68,12.980996,77.60658
307,2025-12-26,North,Yelahanka,Scooter,Low Income,49.82,60.76,31.51,13.09515,77.590088
895,2025-12-26,South,HSR Layout,Bike,Middle Income,45.84,33.09,49.29,12.904407,77.643426
549,2025-12-26,South,HSR Layout,Scooter,Middle Income,49.8,56.9,34.26,12.91489,77.643683
869,2025-12-26,West,Rajajinagar,Car,Low Income,38.35,55.07,29.84,12.99979,77.556167
374,2025-12-27,West,Vijayanagar,Scooter,Low Income,48.91,45.56,41.91,12.964969,77.540273
983,2025-12-28,East,Marathahalli,Scooter,Middle Income,49.44,29.41,53.72,12.96442,77.701141
860,2025-12-28,South,Koramangala,Bike,Middle Income,57.15,44.57,46.74,12.933323,77.618045
589,2025-12-28,South,Koramangala,Metro,Low Income,50.81,40.92,46.18,12.932416,77.623628
637,2025-12-28,West,Rajajinagar,Bike,Middle Income,42.92,52.82,33.73,12.993741,77.547009
803,2025-12-29,North,Yelahanka,Car,Low Income,44.11,32.49,48.85,13.098055,77.595498
228,2025-12-31,East,Indiranagar,Metro,High Income,77.18,45.03,56.42,12.976778,77.640564
544,2025-12-31,East,Whitefield,Bike,High Income,71.19,44.95,53.49,12.968147,77.742112
561,2025-12-31,West,Vijayanagar,Scooter,Middle Income,47.64,61.74,29.72,12.967436,77.545328
