Record_ID,Date,Time,Zone,Area,Mobility_Demand,Trip_Count,Weather_Condition,Available_Vehicles,Delay_Minutes,Mode_of_Transportation,Latitude,Longitude,Possible_Reason
668,2025-06-16,08:00:00,West,Rajajinagar,336,308,Rainy,215,9.4,Metro,12.985837,77.54995,Normal operating conditions
666,2025-06-16,10:00:00,East,Whitefield,315,243,Sunny,123,2.9,Metro,12.971851,77.749104,Normal operating conditions
667,2025-06-16,16:00:00,Central,Shivajinagar,312,242,Windy,105,4.8,Metro,12.987874,77.605833,Normal operating conditions
665,2025-06-16,17:00:00,West,Nagarbhavi,279,239,Sunny,216,1.1,Metro,12.955215,77.506611,Normal operating conditions
671,2025-06-17,07:00:00,North,Malleshwaram,326,285,Cloudy,228,11.0,Metro,13.008497,77.562568,Normal operating conditions
669,2025-06-17,07:00:00,South,Koramangala,379,326,Cloudy,211,10.0,Metro,12.93924,77.622145,Normal operating conditions
672,2025-06-17,10:00:00,South,Koramangala,217,196,Cloudy,133,5.9,Car,12.93496,77.630366,Normal operating conditions
670,2025-06-17,16:00:00,North,Hebbal,239,179,Cloudy,147,3.9,Bus,13.034618,77.596276,Normal operating conditions
675,2025-06-18,06:00:00,South,HSR Layout,233,174,Sunny,123,7.4,Car,12.907857,77.6407,Normal operating conditions
674,2025-06-18,10:00:00,South,HSR Layout,237,204,Sunny,122,5.7,Scooter,12.912806,77.632943,Normal operating conditions
676,2025-06-18,18:00:00,North,Yelahanka,352,282,Cloudy,177,3.5,Bus,13.105616,77.590321,Normal operating conditions
673,2025-06-18,19:00:00,West,Rajajinagar,307,273,Rainy,138,0.0,Scooter,12.991738,77.553348,Normal operating conditions
679,2025-06-19,08:00:00,North,Hebbal,319,290,Rainy,105,13.8,Bike,13.03768,77.595413,Normal operating conditions
678,2025-06-19,08:00:00,South,HSR Layout,354,291,Sunny,203,13.8,Bus,12.91127,77.640746,Normal operating conditions
677,2025-06-19,10:00:00,South,Jayanagar,322,242,Cloudy,133,4.1,Metro,12.93201,77.589949,Normal operating conditions
680,2025-06-19,21:00:00,West,Nagarbhavi,218,201,Rainy,140,7.8,Scooter,12.953288,77.504297,Normal operating conditions
682,2025-06-20,06:00:00,North,Yelahanka,180,137,Sunny,179,3.6,Bike,13.103129,77.599014,Normal operating conditions
681,2025-06-20,16:00:00,South,Koramangala,285,221,Sunny,204,7.9,Bus,12.938424,77.626498,Normal operating conditions
684,2025-06-20,19:00:00,Central,Richmond Town,321,261,Foggy,135,4.2,Bike,12.955275,77.605398,Normal operating conditions
683,2025-06-20,20:00:00,North,Yelahanka,234,202,Cloudy,112,9.7,Car,13.10016,77.598928,Normal operating conditions
687,2025-06-21,06:00:00,North,Hebbal,182,138,Foggy,199,12.5,Bike,13.031102,77.598024,Normal operating conditions
688,2025-06-21,12:00:00,East,Indiranagar,229,196,Sunny,137,6.7,Metro,12.982213,77.638736,Normal operating conditions
686,2025-06-21,16:00:00,East,Indiranagar,330,265,Sunny,226,11.4,Metro,12.982629,77.642506,Normal operating conditions
685,2025-06-21,19:00:00,West,Vijayanagar,192,168,Sunny,114,9.3,Bike,12.96921,77.549314,Normal operating conditions
689,2025-06-22,06:00:00,East,Indiranagar,241,180,Windy,153,14.9,Scooter,12.972594,77.642188,Normal operating conditions
692,2025-06-22,08:00:00,West,Rajajinagar,285,217,Sunny,215,10.8,Bus,12.98631,77.549461,Normal operating conditions
690,2025-06-22,16:00:00,North,Hebbal,213,173,Rainy,94,5.8,Car,13.039288,77.599805,Normal operating conditions
691,2025-06-22,20:00:00,Central,Shivajinagar,260,214,Foggy,136,4.4,Car,12.982675,77.604118,Normal operating conditions
694,2025-06-23,12:00:00,South,Koramangala,220,177,Cloudy,183,2.8,Metro,12.935923,77.629939,Normal operating conditions
696,2025-06-23,16:00:00,West,Vijayanagar,226,168,Sunny,154,10.0,Metro,12.970648,77.549466,Normal operating conditions
693,2025-06-23,18:00:00,Central,MG Road,352,259,Sunny,94,2.0,Bike,12.978542,77.610243,Normal operating conditions
695,2025-06-23,20:00:00,West,Rajajinagar,306,250,Cloudy,187,0.0,Metro,12.993756,77.556219,Normal operating conditions
699,2025-06-24,06:00:00,Central,Shivajinagar,374,302,Rainy,173,9.4,Metro,12.985952,77.60449,Normal operating conditions
697,2025-06-24,10:00:00,Central,MG Road,326,295,Cloudy,207,5.9,Scooter,12.97566,77.608582,Normal operating conditions
700,2025-06-24,10:00:00,Central,Shivajinagar,258,234,Sunny,195,5.1,Scooter,12.983824,77.609717,Normal operating conditions
698,2025-06-24,14:00:00,East,Marathahalli,239,216,Cloudy,119,7.3,Metro,12.962647,77.696895,Normal operating conditions
704,2025-06-25,08:00:00,West,Nagarbhavi,262,199,Sunny,187,0.0,Bus,12.960747,77.511274,Normal operating conditions
701,2025-06-25,12:00:00,North,Yelahanka,198,169,Sunny,98,10.6,Metro,13.098335,77.593853,Normal operating conditions
703,2025-06-25,16:00:00,West,Vijayanagar,213,162,Sunny,93,10.7,Bus,12.968567,77.550271,Normal operating conditions
702,2025-06-25,17:00:00,North,Yelahanka,245,200,Sunny,169,8.7,Scooter,13.105598,77.597018,Normal operating conditions
708,2025-06-26,07:00:00,Central,MG Road,437,341,Cloudy,103,11.1,Metro,12.979359,77.610754,Normal operating conditions
707,2025-06-26,08:00:00,Central,Richmond Town,432,320,Rainy,159,10.2,Scooter,12.959996,77.59891,Normal operating conditions
706,2025-06-26,10:00:00,South,Koramangala,213,174,Foggy,212,8.3,Bike,12.939801,77.629787,Normal operating conditions
705,2025-06-26,16:00:00,North,Yelahanka,256,217,Rainy,223,1.4,Scooter,13.103377,77.598159,Normal operating conditions
712,2025-06-27,17:00:00,East,Marathahalli,370,276,Cloudy,165,16.3,Bike,12.95413,77.696262,Normal operating conditions
709,2025-06-27,17:00:00,South,HSR Layout,368,266,Sunny,123,7.7,Bus,12.906602,77.641929,Normal operating conditions
710,2025-06-27,20:00:00,Central,MG Road,293,233,Windy,126,7.9,Bike,12.971027,77.609408,Normal operating conditions
711,2025-06-27,20:00:00,Central,MG Road,398,361,Sunny,96,8.9,Bus,12.977766,77.604229,Normal operating conditions
714,2025-06-28,06:00:00,East,Indiranagar,268,208,Sunny,229,13.8,Car,12.981773,77.63518,Normal operating conditions
713,2025-06-28,14:00:00,Central,Shivajinagar,203,180,Windy,170,14.2,Scooter,12.981734,77.606478,Normal operating conditions
715,2025-06-28,16:00:00,Central,Shivajinagar,281,225,Sunny,99,10.3,Scooter,12.982122,77.606185,Normal operating conditions
716,2025-06-28,16:00:00,North,Yelahanka,287,252,Rainy,136,0.8,Bus,13.100391,77.600614,Normal operating conditions
720,2025-06-29,10:00:00,North,Hebbal,210,161,Sunny,149,10.1,Car,13.037231,77.601814,Normal operating conditions
719,2025-06-29,12:00:00,Central,MG Road,267,238,Cloudy,127,11.0,Metro,12.973169,77.603481,Normal operating conditions
717,2025-06-29,14:00:00,South,Jayanagar,180,139,Sunny,192,3.2,Bike,12.932036,77.592985,Normal operating conditions
718,2025-06-29,16:00:00,Central,MG Road,344,308,Cloudy,186,6.1,Metro,12.979652,77.601362,Normal operating conditions
724,2025-06-30,07:00:00,South,HSR Layout,383,325,Rainy,121,13.9,Bus,12.915188,77.640311,Normal operating conditions
721,2025-06-30,08:00:00,North,Malleshwaram,293,263,Sunny,93,9.8,Metro,13.002694,77.565356,Normal operating conditions
723,2025-06-30,14:00:00,South,Koramangala,178,137,Sunny,176,1.7,Bike,12.938061,77.624733,Normal operating conditions
722,2025-06-30,20:00:00,North,Yelahanka,339,282,Cloudy,122,10.6,Bus,13.0975,77.59363,Normal operating conditions
728,2025-07-01,06:00:00,West,Rajajinagar,205,188,Cloudy,161,8.3,Bus,12.994821,77.551284,Normal operating conditions
726,2025-07-01,08:00:00,East,Whitefield,389,321,Sunny,92,10.4,Metro,12.974449,77.754546,Normal operating conditions
725,2025-07-01,09:00:00,East,Whitefield,435,352,Rainy,91,17.1,Bus,12.972735,77.74472,Normal operating conditions
727,2025-07-01,21:00:00,West,Vijayanagar,212,162,Sunny,123,3.1,Scooter,12.97685,77.546324,Normal operating conditions
731,2025-07-02,08:00:00,West,Rajajinagar,245,212,Rainy,148,3.3,Car,12.995405,77.551354,Normal operating conditions
729,2025-07-02,17:00:00,South,Koramangala,313,262,Cloudy,171,0.0,Bike,12.938457,77.62184,Normal operating conditions
730,2025-07-02,19:00:00,Central,MG Road,387,280,Rainy,102,5.6,Car,12.977433,77.600999,Normal operating conditions
732,2025-07-02,20:00:00,West,Nagarbhavi,205,166,Cloudy,201,6.0,Car,12.961974,77.507141,Normal operating conditions
733,2025-07-03,14:00:00,East,Whitefield,216,172,Sunny,107,11.2,Bike,12.971267,77.744379,Normal operating conditions
735,2025-07-03,14:00:00,West,Vijayanagar,186,153,Sunny,94,13.8,Metro,12.972288,77.548125,Normal operating conditions
734,2025-07-03,17:00:00,West,Rajajinagar,212,155,Windy,95,9.8,Scooter,12.990223,77.5465,Normal operating conditions
736,2025-07-03,20:00:00,East,Marathahalli,404,348,Sunny,120,13.8,Metro,12.961085,77.692689,Normal operating conditions
738,2025-07-04,06:00:00,East,Whitefield,283,214,Sunny,150,19.0,Bike,12.964074,77.753156,Normal operating conditions
740,2025-07-04,09:00:00,North,Yelahanka,291,232,Cloudy,97,0.0,Bike,13.106315,77.591172,Normal operating conditions
737,2025-07-04,10:00:00,South,Koramangala,283,257,Sunny,230,8.9,Bus,12.940602,77.629042,Normal operating conditions
739,2025-07-04,14:00:00,North,Hebbal,152,123,Sunny,156,14.9,Bike,13.038584,77.591436,Normal operating conditions
743,2025-07-05,09:00:00,South,HSR Layout,262,196,Foggy,165,12.0,Car,12.905843,77.637373,Normal operating conditions
742,2025-07-05,12:00:00,West,Vijayanagar,209,182,Rainy,113,5.8,Bus,12.973129,77.542944,Normal operating conditions
744,2025-07-05,16:00:00,South,Jayanagar,273,228,Windy,187,6.1,Bus,12.92909,77.598446,Normal operating conditions
741,2025-07-05,19:00:00,West,Vijayanagar,266,199,Cloudy,148,10.8,Metro,12.971728,77.549624,Normal operating conditions
748,2025-07-06,06:00:00,West,Rajajinagar,235,186,Sunny,128,8.3,Bus,12.989549,77.550659,Normal operating conditions
745,2025-07-06,06:00:00,West,Vijayanagar,267,211,Rainy,143,14.4,Metro,12.966437,77.545548,Normal operating conditions
747,2025-07-06,16:00:00,West,Rajajinagar,213,158,Cloudy,119,7.7,Car,12.995543,77.548772,Normal operating conditions
746,2025-07-06,20:00:00,Central,Shivajinagar,333,303,Sunny,221,12.0,Bike,12.986664,77.599468,Normal operating conditions
749,2025-07-07,10:00:00,North,Malleshwaram,174,131,Windy,98,0.0,Bike,13.005597,77.565932,Normal operating conditions
750,2025-07-07,12:00:00,South,HSR Layout,169,132,Sunny,118,11.3,Car,12.915791,77.636173,Normal operating conditions
751,2025-07-07,12:00:00,West,Rajajinagar,149,109,Sunny,145,5.6,Bike,12.988077,77.552598,Normal operating conditions
752,2025-07-07,19:00:00,East,Indiranagar,390,351,Rainy,130,14.3,Scooter,12.978433,77.635518,Normal operating conditions
755,2025-07-08,08:00:00,East,Marathahalli,394,349,Sunny,99,11.7,Metro,12.963905,77.694477,Normal operating conditions
754,2025-07-08,19:00:00,North,Malleshwaram,287,213,Sunny,118,10.2,Bus,12.999869,77.569286,Normal operating conditions
756,2025-07-08,19:00:00,North,Yelahanka,306,255,Sunny,154,3.1,Bus,13.104724,77.601196,Normal operating conditions
753,2025-07-08,20:00:00,East,Indiranagar,422,383,Rainy,204,7.0,Bus,12.979783,77.636647,Normal operating conditions
760,2025-07-09,06:00:00,Central,MG Road,307,271,Cloudy,150,14.9,Scooter,12.973794,77.607397,Normal operating conditions
759,2025-07-09,10:00:00,East,Whitefield,294,242,Sunny,117,5.6,Bus,12.971527,77.7532,Normal operating conditions
758,2025-07-09,12:00:00,West,Vijayanagar,154,116,Cloudy,230,11.9,Bus,12.97302,77.542026,Normal operating conditions
757,2025-07-09,14:00:00,South,Jayanagar,195,177,Cloudy,171,9.6,Car,12.931096,77.594194,Normal operating conditions
763,2025-07-10,08:00:00,Central,Shivajinagar,393,320,Sunny,129,5.0,Scooter,12.989843,77.601865,Normal operating conditions
761,2025-07-10,10:00:00,Central,Shivajinagar,293,225,Cloudy,124,9.5,Bike,12.989291,77.610661,Normal operating conditions
764,2025-07-10,10:00:00,South,HSR Layout,263,236,Sunny,218,8.1,Metro,12.917477,77.64097,Normal operating conditions
762,2025-07-10,20:00:00,North,Hebbal,291,249,Sunny,206,6.8,Bus,13.033405,77.597492,Normal operating conditions
765,2025-07-11,10:00:00,Central,Richmond Town,262,220,Sunny,131,12.5,Car,12.964466,77.602491,Normal operating conditions
768,2025-07-11,10:00:00,North,Hebbal,205,181,Cloudy,198,12.3,Bike,13.033141,77.60199,Normal operating conditions
767,2025-07-11,12:00:00,West,Rajajinagar,157,126,Sunny,218,15.3,Bike,12.989706,77.548255,Normal operating conditions
766,2025-07-11,17:00:00,North,Hebbal,250,191,Windy,165,6.4,Bike,13.039545,77.597136,Normal operating conditions
771,2025-07-12,07:00:00,West,Vijayanagar,230,191,Foggy,176,5.8,Bike,12.969758,77.545959,Normal operating conditions
772,2025-07-12,17:00:00,East,Whitefield,312,256,Sunny,92,7.0,Car,12.965531,77.747776,Normal operating conditions
770,2025-07-12,18:00:00,Central,MG Road,447,394,Sunny,149,3.1,Metro,12.975423,77.602726,Normal operating conditions
769,2025-07-12,21:00:00,South,HSR Layout,296,219,Rainy,137,5.5,Bike,12.91711,77.641686,Normal operating conditions
774,2025-07-13,07:00:00,Central,Richmond Town,357,303,Sunny,217,7.1,Scooter,12.965313,77.60068,Normal operating conditions
776,2025-07-13,10:00:00,North,Yelahanka,235,200,Rainy,169,6.7,Car,13.096042,77.602138,Normal operating conditions
773,2025-07-13,18:00:00,South,HSR Layout,338,296,Cloudy,216,9.7,Scooter,12.907595,77.642296,Normal operating conditions
775,2025-07-13,19:00:00,South,Jayanagar,315,249,Sunny,171,15.9,Bus,12.930051,77.589586,Normal operating conditions
778,2025-07-14,08:00:00,East,Marathahalli,383,294,Sunny,216,5.5,Metro,12.964112,77.694325,Normal operating conditions
777,2025-07-14,10:00:00,East,Whitefield,382,307,Rainy,220,8.6,Metro,12.965929,77.749864,Normal operating conditions
779,2025-07-14,12:00:00,Central,Shivajinagar,279,214,Rainy,178,10.4,Bus,12.984145,77.605282,Normal operating conditions
780,2025-07-14,18:00:00,East,Indiranagar,348,281,Rainy,220,7.4,Car,12.980693,77.644234,Normal operating conditions
781,2025-07-15,09:00:00,East,Indiranagar,348,319,Cloudy,118,5.8,Bike,12.976616,77.641362,Normal operating conditions
783,2025-07-15,14:00:00,Central,MG Road,195,170,Cloudy,159,8.1,Car,12.980126,77.600988,Normal operating conditions
782,2025-07-15,18:00:00,North,Hebbal,358,326,Cloudy,224,5.4,Metro,13.032453,77.595172,Normal operating conditions
784,2025-07-15,21:00:00,East,Whitefield,263,190,Sunny,164,11.1,Bike,12.964799,77.749782,Normal operating conditions
788,2025-07-16,12:00:00,Central,Richmond Town,283,247,Sunny,197,10.0,Metro,12.95943,77.604525,Normal operating conditions
785,2025-07-16,14:00:00,Central,MG Road,211,162,Cloudy,230,9.1,Bike,12.975984,77.610563,Normal operating conditions
786,2025-07-16,20:00:00,South,Koramangala,281,220,Sunny,127,17.7,Car,12.930654,77.625762,Normal operating conditions
787,2025-07-16,21:00:00,East,Whitefield,303,235,Cloudy,171,8.9,Bus,12.974254,77.747125,Normal operating conditions
790,2025-07-17,12:00:00,Central,Richmond Town,177,144,Windy,173,6.4,Bike,12.957498,77.598791,Normal operating conditions
789,2025-07-17,12:00:00,East,Indiranagar,241,189,Cloudy,145,11.0,Metro,12.983497,77.641887,Normal operating conditions
792,2025-07-17,19:00:00,Central,MG Road,438,346,Sunny,96,9.6,Metro,12.972652,77.611341,Normal operating conditions
791,2025-07-17,20:00:00,East,Marathahalli,330,263,Sunny,178,1.5,Scooter,12.96489,77.695345,Normal operating conditions
796,2025-07-18,08:00:00,Central,Shivajinagar,414,299,Sunny,189,11.4,Metro,12.990401,77.604618,Normal operating conditions
793,2025-07-18,16:00:00,East,Whitefield,256,232,Cloudy,157,13.4,Bike,12.975659,77.752594,Normal operating conditions
794,2025-07-18,16:00:00,West,Rajajinagar,180,142,Sunny,158,3.6,Car,12.990669,77.548552,Normal operating conditions
795,2025-07-18,18:00:00,North,Yelahanka,272,235,Cloudy,99,9.0,Bike,13.099659,77.599898,Normal operating conditions
797,2025-07-19,06:00:00,East,Marathahalli,262,214,Sunny,145,13.2,Bike,12.955813,77.696081,Normal operating conditions
798,2025-07-19,07:00:00,South,Jayanagar,401,347,Cloudy,156,13.4,Metro,12.931509,77.592159,Normal operating conditions
800,2025-07-19,17:00:00,West,Vijayanagar,302,247,Cloudy,126,11.7,Metro,12.969824,77.54361,Normal operating conditions
799,2025-07-19,20:00:00,South,Koramangala,382,337,Rainy,143,5.6,Bus,12.935092,77.630157,Normal operating conditions
804,2025-07-20,06:00:00,South,HSR Layout,214,184,Sunny,158,6.6,Bike,12.909617,77.638299,Normal operating conditions
803,2025-07-20,06:00:00,West,Nagarbhavi,198,158,Sunny,153,5.5,Car,12.960933,77.509804,Normal operating conditions
801,2025-07-20,07:00:00,West,Nagarbhavi,277,208,Sunny,123,7.3,Metro,12.959008,77.514825,Normal operating conditions
802,2025-07-20,21:00:00,Central,MG Road,318,273,Windy,205,11.0,Metro,12.973834,77.610592,Normal operating conditions
806,2025-07-21,07:00:00,Central,MG Road,373,286,Cloudy,196,9.6,Bike,12.973114,77.61161,Normal operating conditions
807,2025-07-21,08:00:00,West,Rajajinagar,285,220,Sunny,167,10.8,Scooter,12.993969,77.553897,Normal operating conditions
808,2025-07-21,16:00:00,East,Marathahalli,262,239,Foggy,158,6.5,Scooter,12.956099,77.703019,Normal operating conditions
805,2025-07-21,19:00:00,North,Malleshwaram,286,227,Sunny,123,8.0,Bike,13.001539,77.565613,Normal operating conditions
811,2025-07-22,06:00:00,South,Jayanagar,327,238,Sunny,106,6.2,Metro,12.92943,77.599166,Normal operating conditions
809,2025-07-22,07:00:00,North,Hebbal,305,267,Cloudy,114,3.6,Bus,13.041248,77.596682,Normal operating conditions
810,2025-07-22,10:00:00,North,Hebbal,220,171,Cloudy,203,2.6,Bike,13.034631,77.598387,Normal operating conditions
812,2025-07-22,17:00:00,Central,Richmond Town,355,312,Cloudy,124,8.4,Bike,12.959368,77.603515,Normal operating conditions
813,2025-07-23,10:00:00,East,Whitefield,314,266,Sunny,156,7.0,Metro,12.966639,77.753935,Normal operating conditions
815,2025-07-23,18:00:00,South,HSR Layout,411,327,Rainy,138,6.0,Bus,12.916546,77.644099,Normal operating conditions
814,2025-07-23,19:00:00,Central,Richmond Town,350,316,Windy,144,6.0,Scooter,12.957589,77.600818,Normal operating conditions
816,2025-07-23,20:00:00,West,Nagarbhavi,212,165,Sunny,146,9.8,Car,12.962481,77.512566,Normal operating conditions
817,2025-07-24,06:00:00,Central,Richmond Town,314,286,Cloudy,188,9.6,Scooter,12.966648,77.595346,Normal operating conditions
819,2025-07-24,08:00:00,West,Vijayanagar,272,223,Cloudy,113,3.4,Bus,12.977339,77.544097,Normal operating conditions
820,2025-07-24,12:00:00,West,Vijayanagar,185,161,Windy,178,9.4,Bus,12.966305,77.550804,Normal operating conditions
818,2025-07-24,20:00:00,North,Hebbal,297,216,Foggy,93,4.7,Bus,13.040681,77.592428,Normal operating conditions
823,2025-07-25,08:00:00,East,Indiranagar,479,427,Rainy,188,6.8,Metro,12.97304,77.636726,Normal operating conditions
824,2025-07-25,12:00:00,East,Whitefield,232,173,Rainy,102,16.1,Car,12.964899,77.749274,Normal operating conditions
821,2025-07-25,16:00:00,West,Rajajinagar,208,172,Sunny,165,16.8,Bike,12.996137,77.553849,Normal operating conditions
822,2025-07-25,17:00:00,South,Jayanagar,257,198,Windy,230,12.3,Car,12.930235,77.591434,Normal operating conditions
827,2025-07-26,16:00:00,Central,Shivajinagar,304,267,Cloudy,105,10.9,Car,12.983584,77.602099,Normal operating conditions
825,2025-07-26,18:00:00,North,Hebbal,281,235,Rainy,133,13.0,Bike,13.031071,77.594895,Normal operating conditions
828,2025-07-26,18:00:00,South,Koramangala,339,292,Cloudy,156,9.5,Scooter,12.933107,77.62768,Normal operating conditions
826,2025-07-26,19:00:00,West,Vijayanagar,297,260,Sunny,174,11.1,Metro,12.969031,77.541523,Normal operating conditions
832,2025-07-27,09:00:00,North,Malleshwaram,345,260,Rainy,198,1.7,Bus,12.999321,77.560028,Normal operating conditions
830,2025-07-27,19:00:00,East,Indiranagar,327,287,Sunny,127,6.9,Bike,12.976913,77.637684,Normal operating conditions
829,2025-07-27,21:00:00,East,Marathahalli,261,213,Cloudy,167,11.8,Car,12.964359,77.6977,Normal operating conditions
831,2025-07-27,21:00:00,South,Jayanagar,225,199,Windy,146,9.8,Bike,12.931638,77.598186,Normal operating conditions
836,2025-07-28,16:00:00,Central,MG Road,381,302,Rainy,196,6.2,Bus,12.970364,77.611774,Normal operating conditions
833,2025-07-28,17:00:00,Central,MG Road,336,295,Windy,216,4.2,Car,12.976272,77.607804,Normal operating conditions
835,2025-07-28,21:00:00,East,Indiranagar,216,164,Sunny,132,5.4,Car,12.978037,77.636813,Normal operating conditions
834,2025-07-28,21:00:00,West,Vijayanagar,211,185,Sunny,206,11.3,Bike,12.976293,77.542203,Normal operating conditions
837,2025-07-29,17:00:00,Central,Richmond Town,424,328,Sunny,175,2.5,Metro,12.964682,77.603995,Normal operating conditions
839,2025-07-29,19:00:00,South,HSR Layout,440,366,Rainy,164,4.6,Metro,12.912702,77.643674,Normal operating conditions
838,2025-07-29,20:00:00,Central,Shivajinagar,315,266,Windy,94,11.9,Car,12.979877,77.600442,Normal operating conditions
840,2025-07-29,21:00:00,East,Indiranagar,291,259,Cloudy,128,4.1,Bike,12.976093,77.640661,Normal operating conditions
842,2025-07-30,06:00:00,North,Malleshwaram,77,58,Sunny,328,0.4,Scooter,13.000293,77.561601,Unusually low travel demand during a low-demand period
841,2025-07-30,10:00:00,Central,MG Road,89,67,Sunny,259,3.9,Scooter,12.97633,77.612317,Unusually low travel demand during a low-demand period
844,2025-07-30,17:00:00,West,Rajajinagar,88,72,Sunny,300,4.6,Scooter,12.989435,77.551058,Unusually low travel demand during a low-demand period
843,2025-07-30,18:00:00,South,HSR Layout,141,119,Sunny,310,3.3,Metro,12.911921,77.635865,Unusually low travel demand during a low-demand period
847,2025-07-31,06:00:00,East,Indiranagar,346,264,Cloudy,149,7.4,Metro,12.97663,77.635208,Normal operating conditions
845,2025-07-31,07:00:00,North,Yelahanka,247,188,Sunny,178,2.9,Scooter,13.100837,77.599359,Normal operating conditions
848,2025-07-31,19:00:00,Central,MG Road,361,325,Cloudy,124,7.5,Scooter,12.977954,77.608995,Normal operating conditions
846,2025-07-31,21:00:00,West,Vijayanagar,161,119,Sunny,95,12.6,Car,12.969546,77.545276,Normal operating conditions
852,2025-08-01,07:00:00,North,Yelahanka,261,205,Sunny,186,13.5,Scooter,13.098403,77.601944,Normal operating conditions
849,2025-08-01,12:00:00,East,Marathahalli,189,153,Windy,211,6.9,Car,12.963585,77.70306,Normal operating conditions
850,2025-08-01,14:00:00,East,Marathahalli,194,160,Sunny,210,12.4,Car,12.954897,77.692105,Normal operating conditions
851,2025-08-01,20:00:00,North,Yelahanka,299,230,Sunny,95,5.3,Bus,13.100434,77.592813,Normal operating conditions
855,2025-08-02,07:00:00,South,Jayanagar,328,277,Sunny,195,6.1,Scooter,12.934209,77.598983,Normal operating conditions
856,2025-08-02,12:00:00,West,Rajajinagar,160,116,Sunny,191,13.3,Scooter,12.995773,77.54835,Normal operating conditions
853,2025-08-02,17:00:00,Central,Shivajinagar,434,339,Rainy,171,4.6,Scooter,12.990185,77.600926,Normal operating conditions
854,2025-08-02,21:00:00,East,Whitefield,309,258,Sunny,160,4.5,Metro,12.969055,77.753674,Normal operating conditions
859,2025-08-03,07:00:00,North,Hebbal,286,239,Foggy,175,9.4,Bus,13.031906,77.598955,Normal operating conditions
857,2025-08-03,09:00:00,East,Marathahalli,309,276,Windy,149,11.6,Car,12.961413,77.692709,Normal operating conditions
858,2025-08-03,09:00:00,East,Whitefield,333,242,Windy,217,9.3,Bike,12.969199,77.744978,Normal operating conditions
860,2025-08-03,19:00:00,East,Marathahalli,354,286,Cloudy,116,13.9,Car,12.962837,77.699361,Normal operating conditions
862,2025-08-04,07:00:00,East,Whitefield,339,311,Sunny,100,6.6,Bike,12.968392,77.745159,Normal operating conditions
863,2025-08-04,09:00:00,Central,MG Road,341,276,Sunny,177,9.2,Car,12.981429,77.607283,Normal operating conditions
861,2025-08-04,12:00:00,South,HSR Layout,217,188,Sunny,103,5.5,Scooter,12.906474,77.644663,Normal operating conditions
864,2025-08-04,12:00:00,South,HSR Layout,242,196,Cloudy,221,14.3,Bus,12.915226,77.641457,Normal operating conditions
865,2025-08-05,14:00:00,South,Koramangala,222,203,Sunny,169,10.2,Bus,12.929317,77.624359,Normal operating conditions
866,2025-08-05,18:00:00,Central,Richmond Town,415,370,Sunny,192,11.0,Bus,12.957596,77.593772,Normal operating conditions
867,2025-08-05,20:00:00,East,Indiranagar,305,236,Foggy,193,14.1,Bike,12.979964,77.640941,Normal operating conditions
868,2025-08-05,21:00:00,West,Rajajinagar,218,164,Windy,104,5.1,Metro,12.995567,77.556678,Normal operating conditions
869,2025-08-06,09:00:00,Central,Richmond Town,469,351,Cloudy,122,1.1,Metro,12.958869,77.59694,Normal operating conditions
870,2025-08-06,09:00:00,South,Koramangala,343,276,Rainy,126,6.1,Car,12.940577,77.629103,Normal operating conditions
871,2025-08-06,10:00:00,Central,MG Road,331,247,Cloudy,127,5.2,Scooter,12.981793,77.609725,Normal operating conditions
872,2025-08-06,16:00:00,Central,Shivajinagar,278,203,Sunny,124,15.5,Bike,12.986796,77.603088,Normal operating conditions
875,2025-08-07,08:00:00,East,Whitefield,351,286,Sunny,195,1.5,Bike,12.975487,77.745517,Normal operating conditions
873,2025-08-07,17:00:00,North,Malleshwaram,285,255,Cloudy,160,12.1,Scooter,13.009341,77.568696,Normal operating conditions
876,2025-08-07,18:00:00,Central,Richmond Town,430,340,Cloudy,212,0.0,Metro,12.961515,77.60469,Normal operating conditions
874,2025-08-07,20:00:00,South,HSR Layout,367,315,Rainy,173,13.4,Scooter,12.911923,77.639291,Normal operating conditions
880,2025-08-08,06:00:00,South,HSR Layout,287,222,Cloudy,181,0.8,Bus,12.908724,77.643919,Normal operating conditions
878,2025-08-08,12:00:00,West,Nagarbhavi,186,146,Sunny,102,8.8,Metro,12.960581,77.50485,Normal operating conditions
877,2025-08-08,14:00:00,South,Jayanagar,217,194,Rainy,118,9.7,Bike,12.926734,77.591223,Normal operating conditions
879,2025-08-08,19:00:00,East,Marathahalli,328,257,Sunny,161,12.0,Bike,12.954314,77.697304,Normal operating conditions
881,2025-08-09,07:00:00,West,Vijayanagar,249,191,Sunny,165,8.9,Bike,12.97686,77.545519,Normal operating conditions
883,2025-08-09,08:00:00,West,Nagarbhavi,212,156,Windy,119,8.4,Bike,12.961061,77.509256,Normal operating conditions
884,2025-08-09,12:00:00,East,Marathahalli,203,187,Sunny,213,15.7,Scooter,12.960654,77.698405,Normal operating conditions
882,2025-08-09,14:00:00,South,HSR Layout,197,168,Sunny,218,6.7,Bike,12.915337,77.639777,Normal operating conditions
886,2025-08-10,09:00:00,Central,Shivajinagar,351,283,Sunny,203,3.3,Bike,12.981331,77.599288,Normal operating conditions
888,2025-08-10,16:00:00,North,Hebbal,203,165,Sunny,190,3.5,Scooter,13.03494,77.600497,Normal operating conditions
