GeoID,Date,City,Ward,Latitude,Longitude,Area_sq_km,Elevation_m,Land_Use,Green_Cover_Percentage,Road_Density_km_per_sq_km,Distance_to_City_Center_km,Zone,PINCode
592,2024-01-22, Bengaluru , West ,12.97551786711387,77.48778462490893,8.53,974,Residential,58.1,4.17,39.46,West,560078
18,2024-04-10, Bengaluru , Bommanahalli ,13.115997599906505,77.76937081271544,13.22,979,Commercial,29.9,6.6,16.51,South,560048
72,2024-03-23, Bengaluru , Dasarahalli ,12.893297898742519,77.78749492552565,8.74,929,Mixed Use,81.7,0.52,19.37,West,560102
28,2024-04-01, Bengaluru , Dasarahalli ,12.987892524211652,77.55487612080937,3.98,889,Institutional,22.9,14.73,1.73,West,560037
278,2025-03-12, Bengaluru , Mahadevapura ,13.161890108026483,77.61032840974713,4.1,948,Commercial,20.9,5.37,27.22,East,560037
632,2025-05-17, Bengaluru , RR Nagar ,12.91741448011121,77.69531012973678,8.89,880,Institutional,35.3,8.8,-4.94,West,560001
396,2025-09-29, Bengaluru , South ,13.016444411311989,77.5653513835316,18.0,875,Commercial,6.8,9.61,5.72,South,560102
229,2024-08-17, Bengaluru , CV Raman Nagar ,13.049147010901486,77.76091947280422,-4.42,868,Industrial,30.2,10.75,15.11,East,560001
321,2024-09-26, Bengaluru ,,13.025805229232883,77.62095500706545,14.22,976,Mixed Use,56.4,11.66,16.31,North,560037
148,2024-12-19, Bengaluru ,,13.093136971148674,77.58777241855367,17.0,921,Industrial,28.3,13.74,26.12,South,560102
722,2025-04-02, Bengaluru , South ,13.057816206516941,77.50826167888034,4.08,857,Institutional,10.4,4.96,32.53,South,560037
46,2025-05-22, Bengaluru , Dasarahalli ,13.019768458202185,77.76863859990875,9.87,950,,67.5,4.48,26.94,West,560037
495,2025-02-02,, CV Raman Nagar ,13.078756508144103,77.66446920252902,14.05,895,,31.9,12.44,-3.11,East,560102
599,2025-06-30, Bengaluru , West ,12.957239542456827,77.64864326146814,3.2,889,Institutional,33.5,10.44,33.12,West,560102
60,2024-03-23, Bengaluru , Shivajinagar ,12.921864529262685,77.73698175526752,4.64,978,Residential,13.9,6.74,3.54,Central,560078
714,2024-08-17, Bengaluru , Shivajinagar ,12.922500955112925,77.63793025866141,4.94,910,Mixed Use,14.9,1.9,39.8,Central,560076
107,2024-07-25, Bengaluru , West ,12.913242646173035,77.69537245483271,12.38,953,Commercial,55.7,5.88,33.99,West,560076
351,2025-06-27, Bengaluru , Shivajinagar ,12.912357732577513,77.59220913325983,9.63,862,Mixed Use,54.6,14.91,17.89,Central,560034
524,2024-05-29,, Bommanahalli ,12.857076981976192,77.53038048794905,17.65,887,Residential,17.5,11.16,39.35,South,560037
390,2025-01-06, Bengaluru , Bommanahalli ,13.073556027808594,77.4850561562495,6.54,931,,52.8,11.09,27.35,South,560064
449,2025-01-09, Bengaluru , Yelahanka ,12.850864604376621,77.54099464744311,8.17,956,Industrial,6.1,12.07,28.22,North,560102
94,2025-04-24, Bengaluru , Mahadevapura ,12.95388610246925,77.613016645098,20.0,869,Industrial,6.6,7.97,25.72,East,560076
260,2025-05-18, Bengaluru , North ,13.167102768463888,77.51734106646383,7.92,966,Industrial,13.1,4.44,26.9,North,560076
555,2024-10-16, Bengaluru ,,12.865900971967285,77.65623649792128,9.42,943,Commercial,51.2,7.52,18.76,East,560034
364,2025-08-04, Bengaluru , Mahadevapura ,13.152689468382789,77.63361548933516,12.14,934,Industrial,19.7,4.11,-4.46,East,560078
171,2024-11-05, Bengaluru , West ,12.900335215445766,77.70194866253416,12.51,937,Commercial,9.4,0.22,21.12,West,560102
255,2025-05-11, Bengaluru , Dasarahalli ,12.9307613100785,77.60409308389761,3.69,942,Commercial,35.5,-1.71,5.01,West,560048
603,2024-10-03, Bengaluru , East ,13.02811463015881,77.50775139889383,6.02,872,Commercial,36.2,8.13,1.3,East,560001
253,2024-06-29, Bengaluru , South ,12.938076097366727,77.57818054339424,4.45,913,Commercial,25.9,10.77,5.08,South,560048
307,2025-04-25, Bengaluru ,,12.951850050837763,77.74396052305754,19.24,880,Institutional,14.0,13.32,5.04,South,560048
71,2024-06-07, Bengaluru , Bommanahalli ,13.101666491835248,77.56235508752741,17.27,885,Commercial,20.1,3.8,18.79,South,560064
256,2025-01-20, Bengaluru , CV Raman Nagar ,13.033694108721535,77.53390807012126,17.63,904,Mixed Use,55.8,5.3,27.91,East,560034
682,2025-10-10, Bengaluru , East ,13.066650277099672,77.46073707898472,2.8,858,Residential,-6.9,9.9,33.12,East,560078
429,2025-10-08, Bengaluru , Hebbal ,13.012355525791106,77.55008557208208,6.65,932,Institutional,51.9,11.69,16.98,North,560037
187,2025-11-10, Bengaluru , Bommanahalli ,13.124388573779004,77.76798231416005,12.35,933,Mixed Use,22.4,14.49,-4.96,South,560102
270,2025-05-05, Bengaluru , RR Nagar ,13.17452775708865,77.54239549641953,3.61,863,Industrial,52.7,2.92,17.58,West,560037
631,2024-06-01, Bengaluru , East ,12.982751691794162,77.51282167191188,15.06,938,Industrial,37.5,13.94,11.09,East,560076
163,2025-03-12, Bengaluru ,,13.196016819069115,77.52055974861261,15.24,940,Industrial,45.5,-2.79,6.5,West,560048
414,2024-07-30, Bengaluru , North ,13.19467204688883,77.71945233635736,14.29,960,Industrial,4.2,2.34,17.47,North,560048
633,2025-05-31, Bengaluru , South ,12.999210507543635,77.74149045477876,19.24,873,Residential,68.2,14.49,27.48,South,560076
105,2025-08-08, Bengaluru , RR Nagar ,13.129040958229165,77.64174683607834,11.25,871,Mixed Use,16.0,10.5,36.93,West,560048
99,2025-03-17, Bengaluru , Yelahanka ,13.16984141706762,77.62421777657143,16.93,957,Mixed Use,5.8,3.97,21.64,North,560037
7,2024-05-20, Bengaluru , North ,12.947447372579864,77.5953537810241,17.97,909,Commercial,41.2,-2.78,32.4,North,560037
530,2025-07-19, Bengaluru , Shivajinagar ,12.896869506194736,77.79869317338381,12.96,898,Industrial,44.9,9.0,6.46,Central,560102
594,2024-07-17, Bengaluru ,,12.878146328618142,77.73621751445748,6.28,863,Institutional,53.5,10.5,6.54,South,560078
612,2025-12-21, Bengaluru , CV Raman Nagar ,13.089265569144194,77.4883656651474,19.46,861,Industrial,29.0,-0.2,17.17,East,560102
230,2025-09-01, Bengaluru ,,13.139587041092323,77.48869100748975,13.52,937,Institutional,17.0,11.28,4.4,West,560001
265,2024-12-14, Bengaluru , Yelahanka ,13.076631177674361,77.51308628479337,16.25,909,Residential,16.4,4.36,38.27,North,560048
369,2024-07-11, Bengaluru , West ,13.005968560790388,77.72758977462564,5.54,864,Residential,-6.0,12.91,28.45,West,560034
53,2025-01-18, Bengaluru ,,12.92494353753132,77.48163023602419,2.76,912,Residential,39.0,2.91,-2.82,North,560076
359,2024-10-11, Bengaluru , CV Raman Nagar ,13.051050625018648,77.45748602039049,8.19,920,Institutional,94.2,5.92,5.3,East,560034
598,2024-10-02, Bengaluru , West ,13.017896965663818,77.599635758585,8.5,895,Mixed Use,29.4,-2.45,5.21,West,560078
740,2025-03-15, Bengaluru , CV Raman Nagar ,13.101203496576064,77.58890029817992,6.5,976,Residential,8.2,8.97,4.39,East,560064
404,2025-06-07, Bengaluru , CV Raman Nagar ,13.03121758643776,77.49812384848153,6.55,908,Mixed Use,10.1,5.6,34.13,East,560048
374,2025-11-06,, CV Raman Nagar ,13.043293555990408,77.70438427368627,13.41,972,Institutional,27.6,8.99,1.65,East,560001
611,2025-12-12, Bengaluru , Dasarahalli ,12.896999159658739,77.46651268633269,3.93,918,Residential,41.0,11.89,17.84,West,560064
190,2024-06-05, Bengaluru , Bommanahalli ,13.074184054371539,77.73960532731957,17.69,861,Industrial,50.0,-0.79,1.92,South,560064
333,2025-05-05, Bengaluru ,,13.082185213887028,77.61168093219206,5.57,970,Mixed Use,57.6,14.62,29.14,West,560102
304,2024-03-30, Bengaluru , Hebbal ,12.981756674847174,77.75677939012492,10.12,915,Mixed Use,10.4,5.89,27.48,North,560048
261,2024-01-01, Bengaluru , Mahadevapura ,13.062327405504554,77.61627279331279,9.26,916,Residential,27.9,13.39,39.93,East,560037
145,2024-05-15, Bengaluru , Shivajinagar ,12.978303641362999,77.72978688353497,18.2,856,Mixed Use,51.6,3.34,23.3,Central,560037
628,2025-08-22, Bengaluru , Dasarahalli ,13.184041405492682,77.46398701412087,4.15,861,Mixed Use,13.1,6.83,21.69,West,560064
284,2024-07-22, Bengaluru , West ,12.958899443081316,77.61682691822888,13.68,970,Industrial,22.1,12.73,20.8,West,560034
181,2024-12-05,, RR Nagar ,12.937406506438249,77.56191886841484,19.24,904,Commercial,45.5,-2.17,29.83,West,560102
12,2024-08-20, Bengaluru , Bommanahalli ,13.105851397366397,77.79636125534607,10.76,899,Industrial,56.5,14.78,37.98,South,560076
737,2024-08-20, Bengaluru , Hebbal ,12.914336900487879,77.68394343285667,19.76,954,Industrial,19.4,12.98,-4.8,North,560037
595,2025-12-26, Bengaluru , Mahadevapura ,13.00313092601528,77.69925108986341,7.1,979,Commercial,36.4,1.17,12.44,East,560001
694,2024-05-01, Bengaluru , Shivajinagar ,13.082982864940503,77.72249233349105,12.92,891,Institutional,4.4,4.05,8.15,Central,560078
532,2024-05-28, Bengaluru , North ,12.899996470641208,77.57273335328621,5.67,947,Residential,-2.1,-0.92,37.0,North,560037
470,2024-05-13, Bengaluru , RR Nagar ,12.928167964777233,77.71777781609188,8.72,914,Industrial,56.6,1.46,-1.8,West,560001
128,2024-08-09, Bengaluru , West ,12.905498338065259,77.47337958635445,10.2,865,Mixed Use,47.0,6.38,39.52,West,560037
736,2025-02-09, Bengaluru , South ,12.969190678253874,77.71082465834438,3.18,951,Industrial,6.9,7.72,21.09,South,560102
58,2025-01-07, Bengaluru , East ,12.991740704486396,77.77969559358102,5.24,879,Mixed Use,25.1,10.91,0.85,East,560001
34,2025-06-20, Bengaluru , CV Raman Nagar ,13.061178009115725,77.67108386962161,4.47,943,Mixed Use,13.7,14.1,25.67,East,560078
238,2025-08-22, Bengaluru , West ,13.169909841596114,77.71659179421995,15.09,970,Commercial,30.8,12.85,22.27,West,560034
482,2024-02-23, Bengaluru , RR Nagar ,12.935660888806662,77.68855954246872,6.23,958,Industrial,52.7,13.11,9.7,West,560001
283,2024-12-13, Bengaluru , North ,13.112116221371641,77.743076366372,8.82,866,Industrial,54.7,-2.54,11.65,North,560034
587,2025-02-10, Bengaluru , Yelahanka ,12.961125473303424,77.47683520421971,11.62,979,Industrial,36.2,-2.22,1.05,North,560102
363,2024-09-03, Bengaluru ,,13.04546193240957,77.51036003635589,16.18,967,Industrial,59.1,13.02,3.28,North,560037
20,2024-02-14, Bengaluru , Bommanahalli ,13.059567563048443,77.63204374898137,9.63,903,Residential,51.0,9.9,-3.62,South,560037
604,2024-08-26, Bengaluru , RR Nagar ,13.197139895905782,77.720333441111,17.2,862,Residential,41.9,4.83,17.53,West,560001
93,2025-11-18, Bengaluru , Hebbal ,12.94257301387685,77.5319615117421,11.13,864,Commercial,18.6,-0.04,21.98,North,560001
211,2025-04-17, Bengaluru , RR Nagar ,12.961117391505152,77.77598611335598,3.06,912,Institutional,13.3,3.2,1.32,West,560048
338,2024-06-24, Bengaluru , Hebbal ,12.951644045432861,77.63697139208692,15.32,878,Industrial,16.1,14.52,30.44,North,560048
730,2024-04-16, Bengaluru , South ,12.918002859027006,77.54544680005631,15.42,944,Mixed Use,51.1,8.93,5.09,South,560102
669,2024-11-26, Bengaluru , North ,13.099365086865385,77.47781749534356,6.72,851,Residential,9.5,4.16,25.13,North,560001
302,2025-11-09, Bengaluru , CV Raman Nagar ,13.184425499312756,77.77512920530665,8.04,946,Commercial,48.3,11.78,39.59,East,560076
86,2024-01-11, Bengaluru , Shivajinagar ,13.191116846257694,77.46335093519038,5.31,901,Residential,30.1,0.69,16.41,Central,560001
191,2024-12-31, Bengaluru , East ,12.955840233404054,77.68178327218294,7.58,964,Mixed Use,45.2,0.14,18.28,East,560001
40,2025-06-20, Bengaluru , East ,13.11323885114283,77.62435106334932,8.8,978,Commercial,106.6,3.92,24.06,East,560078
501,2025-05-20, Bengaluru , South ,12.971960381424607,77.72546212480232,5.4,866,Industrial,51.8,6.31,-3.11,South,560064
624,2025-04-06, Bengaluru , Bommanahalli ,13.121467717062863,77.51451800823368,15.82,961,Residential,12.7,9.53,11.69,South,560001
508,2025-12-17, Bengaluru , RR Nagar ,12.931060299002947,77.76318746221547,17.9,918,Residential,45.2,12.08,26.64,West,560102
635,2024-03-15, Bengaluru , RR Nagar ,12.85051301485711,77.49126965596959,19.28,855,Mixed Use,42.2,2.26,29.0,West,560064
517,2024-03-09, Bengaluru , RR Nagar ,13.195631979818286,77.66022639415242,12.38,889,Institutional,10.0,-0.8,-0.36,West,560001
724,2025-06-11, Bengaluru ,,13.019532466184659,77.63987874167744,2.57,940,Mixed Use,14.1,2.96,38.62,East,560048
105,2025-08-08, Bengaluru , RR Nagar ,13.129040958229165,77.64174683607834,11.25,871,Mixed Use,16.0,10.5,36.93,West,560048
80,2024-10-15,, South ,12.945310538247748,77.52423811687422,8.93,880,Mixed Use,36.8,5.03,8.73,South,560001
234,2024-06-16, Bengaluru , North ,12.97409890671828,77.48684107821796,14.6,957,Mixed Use,23.9,12.45,11.37,North,560102
677,2024-05-20,, East ,13.002235194206673,77.79322350685256,14.76,914,Residential,39.1,3.53,14.7,East,560102
106,2025-11-24, Bengaluru , RR Nagar ,13.174099648290552,77.65523591907991,4.62,872,Industrial,17.8,7.43,35.36,West,560076
342,2024-11-11, Bengaluru , Hebbal ,13.043257232900002,77.66431832470174,5.01,968,Mixed Use,56.7,0.97,7.18,North,560048
234,2024-06-16, Bengaluru , North ,12.97409890671828,77.48684107821796,14.6,957,Mixed Use,23.9,12.45,11.37,North,560102
254,2025-01-09, Bengaluru , Bommanahalli ,12.942022401127078,77.45263876890913,9.1,944,Residential,31.8,-1.02,19.99,South,560102
409,2025-12-23, Bengaluru , South ,12.900789604252877,77.47117653041049,3.7,963,Mixed Use,56.5,10.77,0.87,South,560001
423,2024-03-13, Bengaluru , West ,12.879646810090751,77.51828178711168,3.19,922,Institutional,55.2,6.69,1.0,West,560048
209,2025-07-01, Bengaluru , Mahadevapura ,12.855288985647366,77.78015937372135,16.34,903,Commercial,12.3,12.14,39.92,East,560078
715,2024-07-09, Bengaluru , West ,12.976813438269188,77.53130419038443,18.85,967,Commercial,17.0,1.03,11.09,West,560076
601,2024-04-11, Bengaluru ,,12.97523439173949,77.73585607185247,9.34,876,,42.7,-0.97,13.77,West,560076
83,2025-01-28, Bengaluru , Shivajinagar ,12.955736851741763,77.55409154148566,4.41,877,Mixed Use,5.7,12.38,14.64,Central,560048
498,2025-09-11, Bengaluru , Yelahanka ,12.880852704218807,77.75874494505287,4.85,955,Residential,57.2,6.14,19.28,North,560102
140,2024-07-10,, Mahadevapura ,12.988609409306473,77.57702771157183,17.75,935,Residential,28.2,13.43,19.92,East,560078
584,2025-04-12, Bengaluru , Bommanahalli ,13.167932218204056,77.7993865186962,19.69,923,Institutional,43.3,-1.49,11.76,South,560037
560,2025-11-20, Bengaluru , Yelahanka ,12.904423988543149,77.6486671512307,15.7,891,Mixed Use,36.3,9.23,35.24,North,560102
88,2025-03-06, Bengaluru , Dasarahalli ,13.053061338460482,77.48824046610706,9.51,906,Mixed Use,14.0,13.73,-1.9,West,560048
65,2025-09-20, Bengaluru , Mahadevapura ,12.90025030329046,77.62577627664443,6.15,917,Commercial,7.0,0.28,2.26,East,560064
271,2025-07-27, Bengaluru , Bommanahalli ,13.1436272631766,77.5979864409926,2.79,929,Mixed Use,66.2,0.44,26.85,South,560102
606,2024-01-31, Bengaluru , Shivajinagar ,13.01785823861891,77.71517207709388,14.8,865,Commercial,21.4,1.29,14.42,Central,560064
275,2024-03-17, Bengaluru ,,12.985459501691576,77.61923467869572,14.2,906,Mixed Use,28.0,9.69,19.07,North,560076
117,2025-09-07, Bengaluru ,,13.062994519291797,77.6234181170646,6.11,899,Commercial,80.0,6.35,32.85,North,560001
42,2025-11-29, Bengaluru , Mahadevapura ,13.095351299468962,77.74627798063815,3.99,860,,36.3,-2.32,27.18,East,560037
9,2024-08-01, Bengaluru , Bommanahalli ,13.060254541176569,77.48583285920382,11.89,943,Residential,38.8,-0.33,6.35,South,560076
422,2024-06-06, Bengaluru , South ,13.078400764869347,77.46529801613765,14.91,875,Residential,43.1,4.27,33.77,South,560076
154,2024-05-21, Bengaluru ,,12.988345599128698,77.5007980358132,19.34,893,Industrial,23.0,0.32,32.14,Central,560076
614,2025-11-14, Bengaluru , Mahadevapura ,13.041483312348513,77.78624394971634,14.45,916,Commercial,41.2,10.52,9.23,East,560037
311,2025-07-30, Bengaluru , West ,13.093429559668989,77.61824948290207,5.96,894,Institutional,21.1,9.78,26.92,West,560034
411,2024-01-20, Bengaluru , South ,13.068151845494782,77.67335687931687,3.09,881,Commercial,21.8,8.13,35.53,South,560064
384,2025-08-26, Bengaluru , RR Nagar ,12.898628236060196,77.77238068162566,17.77,955,Residential,34.5,5.95,34.43,West,560048
518,2024-08-30, Bengaluru , CV Raman Nagar ,13.137015915962747,77.4784970783822,18.87,906,Residential,28.3,11.29,28.78,East,560064
45,2025-03-06, Bengaluru , Yelahanka ,12.852363712928984,77.55223892300349,3.68,976,Industrial,15.7,5.37,6.93,North,560064
626,2024-12-06, Bengaluru , East ,13.154797475975936,77.54975073223655,17.09,885,Commercial,22.1,1.41,-4.08,East,560034
391,2025-12-22, Bengaluru , West ,13.071759227830889,77.6463677020089,8.73,946,Residential,46.4,7.61,26.16,West,560076
221,2025-08-26, Bengaluru , East ,13.116858268041971,77.55190995350858,9.86,954,Mixed Use,58.6,3.48,35.63,East,560076
141,2024-12-18, Bengaluru ,,13.082496048576008,77.56949738622983,14.85,873,Institutional,12.0,4.98,32.63,South,560048
350,2024-04-20, Bengaluru , Yelahanka ,12.858075219754348,77.52891704271104,7.98,949,Institutional,22.2,-1.69,37.66,North,560102
358,2024-05-20, Bengaluru , CV Raman Nagar ,13.004384484798885,77.65509089294332,19.38,874,Mixed Use,8.2,-0.99,14.25,East,560048
723,2024-07-29, Bengaluru , Mahadevapura ,12.936956804241305,77.64187713597678,7.77,901,Residential,13.1,5.61,19.81,East,560102
134,2024-04-04, Bengaluru , Hebbal ,13.192449361654226,77.73911025865912,4.43,925,Institutional,28.1,-0.18,8.05,North,560048
262,2024-02-28, Bengaluru , CV Raman Nagar ,12.878078813515275,77.73679176314434,6.93,907,Industrial,44.2,-1.29,14.6,East,560034
279,2025-05-17, Bengaluru , Hebbal ,12.968597799023662,77.53677310541035,10.71,888,Institutional,14.5,10.41,10.37,North,560048
80,2025-02-08, Bengaluru , South ,12.997745498351433,77.67605193934449,7.8,959,Institutional,59.0,8.35,37.48,South,560037
32,2024-12-05, Bengaluru , Dasarahalli ,12.956545998285732,77.64871659425427,-3.48,918,Residential,42.2,2.24,18.24,West,560102
130,2024-12-15, Bengaluru , Shivajinagar ,13.126347730243843,77.78027618180442,8.8,860,Commercial,14.9,12.18,18.47,Central,560048
24,2024-07-25, Bengaluru , RR Nagar ,13.03588004384804,77.52205504142856,14.26,919,Residential,7.0,-2.67,17.75,West,560048
670,2024-07-30, Bengaluru , CV Raman Nagar ,13.062596859821321,77.59912221365664,18.28,931,Institutional,12.0,4.37,17.91,East,560001
719,2024-10-13,, East ,13.195920327009434,77.6837881531316,17.3,946,Industrial,23.4,1.63,8.23,East,560048
381,2024-07-24, Bengaluru , Yelahanka ,13.099982576976574,77.72453463754684,14.74,882,Residential,20.5,10.31,4.64,North,560076
120,2025-06-27, Bengaluru , West ,12.935238234613829,77.48100516928952,5.44,929,Residential,110.4,10.3,6.76,West,560102
185,2024-10-06, Bengaluru ,,12.944151335761862,77.78821401607333,3.34,942,Industrial,40.9,6.79,19.7,South,560078
102,2025-10-28, Bengaluru , Yelahanka ,12.986132041058479,77.55937318433304,19.26,974,Industrial,36.6,4.9,25.46,North,560037
359,2024-10-11, Bengaluru , CV Raman Nagar ,13.051050625018648,77.45748602039049,8.19,920,Institutional,94.2,5.92,5.3,East,560034
37,2025-10-08, Bengaluru , East ,13.043953541980907,77.5212025348235,18.84,955,Commercial,20.7,-2.12,36.7,East,560037
340,2025-06-17,, Dasarahalli ,12.930419192493034,77.48042527765459,10.44,911,Commercial,39.9,7.86,0.93,West,560076
176,2025-11-27, Bengaluru , East ,13.08007577392077,77.66054919735522,15.47,916,Mixed Use,47.7,2.57,29.77,East,560102
91,2025-08-01, Bengaluru , East ,12.899140598518601,77.74096479990186,2.76,852,Residential,18.8,-1.17,1.42,East,560048
421,2024-04-09, Bengaluru , CV Raman Nagar ,13.152416447867614,77.45661609909217,5.65,957,Industrial,13.0,10.71,26.19,East,560076
150,2025-02-25, Bengaluru , Mahadevapura ,12.898016646115433,77.69018118901134,10.95,911,,12.3,8.54,26.41,East,560037
10,2024-05-05, Bengaluru , CV Raman Nagar ,13.19223805005175,77.61813828661548,5.02,937,Mixed Use,13.9,-2.58,37.79,East,560076
46,2025-05-22, Bengaluru , Dasarahalli ,13.019768458202185,77.76863859990875,9.87,950,,67.5,4.48,26.94,West,560037
96,2024-10-23, Bengaluru , North ,12.991305395713468,77.62631221185998,11.36,902,Residential,22.4,2.39,21.39,North,560034
585,2025-11-03, Bengaluru , South ,13.016048783737558,77.48465485101038,6.23,877,Institutional,15.9,8.29,19.71,South,560037
738,2024-06-13, Bengaluru , CV Raman Nagar ,13.028250301949265,77.76625550102597,10.65,964,Institutional,26.1,6.77,3.73,East,560076
549,2025-10-08, Bengaluru , Dasarahalli ,12.882541618040067,77.76029055230474,4.96,854,Industrial,17.5,6.46,-4.84,West,560001
561,2024-08-03, Bengaluru , South ,12.98209288010009,77.76472107614084,16.11,947,Mixed Use,36.4,10.6,7.77,South,560034
44,2024-04-25, Bengaluru , Yelahanka ,12.919107930833402,77.57527146142252,5.97,880,Mixed Use,27.5,5.03,16.74,North,560001
291,2024-06-24, Bengaluru , Mahadevapura ,12.967616472340296,77.7183044493391,5.98,891,Industrial,21.7,-0.09,4.83,East,560034
416,2025-07-11, Bengaluru , Bommanahalli ,12.86609265504035,77.79366711792983,17.33,880,Industrial,35.4,9.77,28.59,South,560076
314,2025-02-18, Bengaluru ,,13.058796461601883,77.69418828296233,17.02,919,Mixed Use,41.4,14.16,39.73,Central,560078
422,2024-06-06, Bengaluru , South ,13.078400764869347,77.46529801613765,14.91,875,Residential,43.1,4.27,33.77,South,560076
658,2024-08-04, Bengaluru , Shivajinagar ,12.912557596037319,77.53100182813834,14.48,914,Mixed Use,41.3,4.84,10.27,Central,560078
123,2024-11-24, Bengaluru , CV Raman Nagar ,12.868743610856741,77.63108107299597,18.85,913,Residential,34.2,-1.75,14.49,East,560001
62,2025-08-19, Bengaluru , Shivajinagar ,12.978607503372254,77.62625243927108,2.56,975,Mixed Use,47.9,5.25,3.08,Central,560102
196,2024-07-24, Bengaluru ,,13.087944545245866,77.643847478297,15.97,880,Residential,5.9,5.94,33.17,Central,560048
362,2025-03-11, Bengaluru , East ,13.046616242149113,77.79165689518732,14.02,952,Commercial,12.7,6.22,10.19,East,560102
337,2024-02-29,, South ,13.18620887556865,77.68881120264919,11.2,970,Institutional,40.5,9.49,6.64,South,560037
136,2025-08-23,,,12.911317970039333,77.71913819680839,17.74,886,Mixed Use,13.0,6.33,17.93,East,560001
135,2025-02-26, Bengaluru , North ,13.061094675491132,77.57361448220502,13.64,860,Residential,21.9,9.43,-4.82,North,560064
710,2025-12-09, Bengaluru , Bommanahalli ,12.921147390343993,77.53333263092195,6.15,907,Residential,41.5,1.32,6.98,South,560078
551,2025-10-10, Bengaluru , Yelahanka ,13.048840439033151,77.70128484443647,13.11,931,Residential,33.9,5.71,32.74,North,560064
652,2025-05-14, Bengaluru , North ,12.871918512730801,77.79029960087585,18.14,980,Institutional,36.4,6.5,10.56,North,560034
368,2025-03-16, Bengaluru , Shivajinagar ,13.011626661296804,77.71587484403192,4.42,894,Commercial,42.3,9.71,4.43,Central,560048
527,2024-09-20, Bengaluru , CV Raman Nagar ,13.174610433275557,77.45839435621389,10.8,942,Residential,48.9,7.17,34.58,East,560037
484,2024-07-11, Bengaluru , Mahadevapura ,13.132217615761116,77.67017423306899,5.62,936,,45.9,0.6,16.66,East,560001
620,2025-12-06, Bengaluru , Hebbal ,13.063276744489471,77.67654105130737,14.16,885,,13.7,6.03,16.68,North,560048
9,2024-08-01, Bengaluru , Bommanahalli ,13.060254541176569,77.48583285920382,11.89,943,Residential,38.8,-0.33,6.35,South,560076
98,2025-10-10, Bengaluru , Bommanahalli ,12.885476570444307,77.51345435533094,14.36,853,Commercial,35.9,1.64,8.59,South,560078
174,2024-01-29, Bengaluru , Shivajinagar ,13.11226353875905,77.67712659329335,14.38,936,Mixed Use,9.8,8.03,29.92,Central,560078
349,2024-02-21, Bengaluru , Yelahanka ,12.939479382995048,77.7417314144239,5.69,850,Mixed Use,18.3,12.81,13.61,North,560048
510,2024-11-27, Bengaluru , West ,13.084670833787046,77.59008073036574,11.39,905,Mixed Use,51.5,9.55,25.98,West,560037
12,2024-08-20, Bengaluru , Bommanahalli ,13.105851397366397,77.79636125534607,10.76,899,Industrial,56.5,14.78,37.98,South,560076
704,2024-05-07, Bengaluru ,,12.852983325212723,77.61283358414678,13.98,949,Commercial,72.0,13.25,18.89,West,560064
747,2025-02-02, Bengaluru ,,13.136257007197809,77.7309879951066,19.81,957,Mixed Use,17.6,11.37,23.12,North,560076
22,2025-03-08, Bengaluru , RR Nagar ,13.18110054649795,77.59208173977046,11.51,976,Residential,49.0,0.3,35.29,West,560064
483,2025-11-01, Bengaluru , North ,12.915947679538416,77.70205662680685,19.95,853,Commercial,63.0,10.3,2.08,North,560076
678,2024-08-10, Bengaluru , Dasarahalli ,12.885418165641518,77.63366140580654,11.27,877,Institutional,9.6,6.03,32.83,West,560037
406,2025-06-12, Bengaluru , Shivajinagar ,13.089416500753897,77.4666574726224,2.63,957,Commercial,39.6,-1.8,5.81,Central,560076
668,2024-09-24, Bengaluru , Bommanahalli ,12.942581101677943,77.67433562003558,17.28,881,Institutional,33.2,12.91,13.61,South,560001
347,2024-04-12, Bengaluru , East ,12.916484066519425,77.61626564044681,10.19,978,Residential,110.9,0.59,-3.28,East,560034
243,2025-07-13, Bengaluru , CV Raman Nagar ,12.88074458543629,77.53362581318174,19.71,872,Industrial,21.3,5.89,20.93,East,560076
623,2024-08-14, Bengaluru , South ,13.156363867165902,77.73855754544,18.51,909,Commercial,40.8,6.82,11.62,South,560001
479,2025-11-22, Bengaluru ,,13.198511015833143,77.76776153389527,5.27,911,Residential,38.3,10.35,7.03,North,560048
591,2024-09-25, Bengaluru , West ,13.164617726309698,77.52585892452204,5.04,893,Residential,64.1,8.16,12.81,West,560034
492,2025-03-14, Bengaluru , Dasarahalli ,12.95288665584902,77.65187180435743,17.04,903,Commercial,22.9,-1.56,16.9,West,560048
47,2025-12-30, Bengaluru , East ,13.19913543185425,77.7760584243236,5.75,969,,25.8,3.73,9.93,East,560037
365,2024-01-13, Bengaluru , Bommanahalli ,13.125225750730555,77.48287342627442,9.56,911,,82.3,7.48,17.68,South,560048
297,2025-12-07, Bengaluru ,,12.92339554109288,77.70785264471138,7.94,906,,45.3,9.96,35.96,West,560037
50,2025-09-23,, South ,13.091352070203195,77.77347982597702,15.13,866,,31.1,14.22,37.93,South,560078
488,2025-07-03, Bengaluru , East ,13.084374957324213,77.59406743140872,7.6,966,Industrial,40.9,4.72,-1.14,East,560034
225,2024-01-13,, RR Nagar ,13.048266030527317,77.57377901793086,7.15,912,Institutional,68.4,11.91,32.55,West,560034
