Date,City,State,Temperature_Max (°C),Temperature_Min (°C),Temperature_Avg (°C),Humidity (%),Rainfall (mm),Wind_Speed (km/h),AQI,AQI_Category,Pressure (hPa),Cloud_Cover (%)
11/25/2025,Bengaluru,Karnataka,39.7,30.3,35.0,75.4,0.0,4.3,122,Moderate,990.0,94.0
11/26/2025,Bengaluru,Karnataka,40.9,34.7,37.8,90.3,0.0,16.9,304,Very Poor,1014.8,87.5
11/27/2025,Bengaluru,Karnataka,40.6,28.7,34.6,59.9,0.0,10.6,318,Very Poor,995.6,86.8
11/28/2025,Bengaluru,Karnataka,42.5,33.9,38.2,70.8,51.3,17.1,191,Moderate,1004.9,85.3
11/29/2025,Bengaluru,Karnataka,44.7,34.8,39.7,83.0,78.7,12.5,228,Poor,1023.3,39.7
11/30/2025,Bengaluru,Karnataka,31.0,20.1,25.5,33.3,0.0,7.4,315,Very Poor,1018.6,88.8
12/1/2025,Bengaluru,Karnataka,33.4,25.5,29.4,45.3,0.0,8.2,223,Poor,999.7,41.3
12/2/2025,Bengaluru,Karnataka,25.2,16.6,20.9,30.1,0.0,5.5,75,Satisfactory,1016.1,23.0
12/3/2025,Bengaluru,Karnataka,36.1,29.8,32.9,33.2,0.0,12.3,293,Poor,1007.2,84.9
12/4/2025,Bengaluru,Karnataka,42.7,28.4,35.5,52.6,0.0,8.9,124,Moderate,1005.0,14.6
12/5/2025,Bengaluru,Karnataka,44.7,31.2,38.0,51.9,9.0,2.1,126,Moderate,990.8,71.0
12/6/2025,Bengaluru,Karnataka,31.0,25.6,28.3,43.2,3.3,8.5,178,Moderate,1011.5,66.2
12/7/2025,Bengaluru,Karnataka,42.5,28.3,35.4,63.6,0.0,3.4,210,Poor,1016.2,31.9
12/8/2025,Bengaluru,Karnataka,40.0,30.7,35.4,55.3,2.7,6.1,168,Moderate,998.8,60.2
12/9/2025,Bengaluru,Karnataka,34.8,27.0,30.9,40.3,0.0,10.3,295,Poor,1016.5,12.8
12/10/2025,Bengaluru,Karnataka,40.7,31.1,35.9,58.5,55.1,17.1,110,Moderate,1017.0,84.6
12/11/2025,Bengaluru,Karnataka,41.5,33.1,37.3,90.4,0.0,16.6,76,Satisfactory,1017.6,31.6
12/12/2025,Bengaluru,Karnataka,41.0,33.3,37.1,94.1,0.9,20.8,82,Satisfactory,1014.9,85.8
12/13/2025,Bengaluru,Karnataka,34.2,23.1,28.7,59.5,4.3,14.3,118,Moderate,1011.3,24.4
12/14/2025,Bengaluru,Karnataka,44.8,36.4,40.6,36.5,0.0,20.8,76,Satisfactory,1017.2,93.3
12/15/2025,Bengaluru,Karnataka,41.9,28.4,35.2,37.9,0.0,8.3,270,Poor,1000.3,81.9
12/16/2025,Bengaluru,Karnataka,29.2,22.0,25.6,34.9,0.0,19.5,98,Satisfactory,1001.4,11.7
12/17/2025,Bengaluru,Karnataka,34.9,26.5,30.7,36.3,4.6,13.4,267,Poor,1015.2,38.3
12/18/2025,Bengaluru,Karnataka,40.5,31.3,35.9,73.2,7.5,4.4,109,Moderate,1024.5,37.0
12/19/2025,Bengaluru,Karnataka,28.4,20.6,24.5,42.6,6.6,7.8,271,Poor,998.9,31.7
12/20/2025,Bengaluru,Karnataka,26.3,15.0,20.6,77.5,7.7,2.5,215,Poor,1017.1,71.8
12/21/2025,Bengaluru,Karnataka,40.2,27.0,33.6,81.5,33.8,8.4,57,Satisfactory,1022.7,46.6
12/22/2025,Bengaluru,Karnataka,36.0,22.5,29.2,61.8,7.7,16.7,125,Moderate,1016.6,81.0
12/23/2025,Bengaluru,Karnataka,42.1,30.6,36.4,35.0,20.7,9.5,187,Moderate,1007.4,35.2
12/24/2025,Bengaluru,Karnataka,31.0,19.0,25.0,92.8,0.0,13.3,177,Moderate,995.3,36.3
12/25/2025,Bengaluru,Karnataka,27.7,21.3,24.5,60.0,0.0,8.5,295,Poor,1000.7,7.3
12/26/2025,Bengaluru,Karnataka,34.5,25.1,29.8,58.5,0.0,16.2,177,Moderate,1004.4,35.8
12/27/2025,Bengaluru,Karnataka,32.1,17.2,24.6,34.5,0.0,12.2,277,Poor,1004.2,37.1
12/28/2025,Bengaluru,Karnataka,29.4,20.0,24.7,83.4,6.1,20.4,79,Satisfactory,998.1,6.8
12/29/2025,Bengaluru,Karnataka,30.4,18.0,24.2,40.3,0.0,11.2,144,Moderate,998.1,92.2
12/30/2025,Bengaluru,Karnataka,32.9,19.2,26.0,32.0,6.9,20.8,244,Poor,1021.6,72.9
12/31/2025,Bengaluru,Karnataka,32.5,19.7,26.1,46.4,8.5,24.3,60,Satisfactory,1023.3,46.3
